137.6405,74.3652
124.0016,40.8237
129.7874,42.0774
142.4089,33.9055
138.6756,62.9811
110.2272,15.4769
129.5009,76.1722
118.4864,38.5819
118.9678,54.7856
124.1060,46.2594
121.4404,71.9316
134.5427,19.0979
127.6104,45.1637
121.2168,44.2392
124.4386,67.0065
123.3367,33.5016
134.9408,47.4136
117.9484,36.8321
123.1307,50.6332
111.4590,58.7422
94.4701,33.4907
126.5362,67.1709
128.6444,63.5239
112.5783,57.5374
142.6975,63.5128
105.4563,39.7441
120.4576,48.1566
118.1282,35.9635
135.3278,45.9817
134.6936,57.9553
121.5495,39.6251
123.7816,44.0487
111.1221,39.6924
100.1920,37.3219
116.5209,39.9313
121.5635,49.8100
132.3029,33.2403
132.0238,53.5162
116.1267,74.8970
116.9770,61.1307
109.5145,47.1225
105.7998,36.6856
102.9373,38.7926
139.5078,75.3868
114.9035,50.7621
115.6193,40.4451
107.4720,52.8637
127.7749,81.5038
103.8610,51.8024
117.8726,59.2580
111.0453,54.5026
123.8690,44.7163
114.8919,32.8622
108.1937,44.7599
119.7182,46.8666
124.2833,58.7993
120.6652,62.5848
123.0247,63.9665
113.6568,54.2838
116.3726,63.2771
113.2754,38.6840
116.4045,68.7930
111.8685,57.6939
102.7372,45.5286
121.7743,57.3278
115.9822,48.8664
103.6980,66.9744
124.6278,72.7973
110.9270,82.7836
120.5195,29.0526
127.2909,28.3383
121.2898,42.4330
131.3940,52.4006
107.6517,63.1425
124.0234,54.7345
113.1519,19.6670
111.2920,45.4069
114.2115,62.4196
116.8845,53.4514
120.5617,61.4302
108.3485,46.6651
129.0083,46.9886
124.6566,52.7984
104.6376,56.1508
134.8825,52.9745
138.9589,51.7851
131.7878,39.9401
118.2008,55.6635
109.2925,51.8273
130.5445,66.9423
115.9682,67.9838
132.2245,52.7773
122.0827,44.3707
129.7664,40.4190
123.5637,56.3524
127.0657,51.1601
120.1050,44.8422
137.8587,50.6540
121.2691,40.7000
124.0199,60.4705
62.8324,155.7726
66.4373,128.7302
45.6380,121.9299
83.4027,82.7301
49.0656,114.4522
58.5825,112.9048
72.0288,118.3452
54.5471,107.4600
56.4205,119.1236
57.9099,110.4556
72.5145,93.7227
89.9221,137.6924
67.4154,137.6264
55.8207,154.1915
72.3906,121.0007
61.0384,111.9065
66.8087,109.0928
78.7500,89.0705
59.5213,139.6473
67.0903,97.9786
58.2189,96.2991
65.4357,115.8870
69.5657,149.7230
57.1122,124.7343
63.6118,99.5243
64.6382,105.7401
60.6234,132.5049
55.1239,116.7897
52.7878,104.6233
65.4650,115.3994
64.3094,134.9011
89.3137,159.5222
42.6523,95.1175
68.1273,107.4717
70.7044,103.9247
80.5963,71.6183
72.0186,101.5242
58.5579,99.5225
67.0001,142.4796
72.4235,117.3617
63.8649,87.5343
74.7101,132.9335
48.3191,112.8746
84.3118,85.1372
81.6768,108.0670
63.6432,108.2281
73.1134,102.5224
67.4797,120.5943
58.7086,75.0348
67.8771,114.6448
77.0037,140.2637
63.1891,137.0560
63.2433,142.1637
66.2553,142.3878
71.3350,149.7509
79.7838,97.6340
60.6532,136.9167
72.0840,82.7822
69.1612,107.9423
48.4139,81.7106
62.8068,140.9630
65.6767,146.6748
66.6043,116.0517
70.2600,155.4929
46.5968,106.5054
67.4626,123.0123
60.2232,123.0589
52.6056,98.7161
72.2430,128.7589
74.3528,158.7796
60.4675,99.5014
75.4246,137.9868
63.1848,116.9099
67.6649,155.3925
56.0126,129.6758
82.8449,133.5243
40.4055,132.8633
66.0855,124.9817
73.9512,92.0847
46.6653,147.8333
60.7584,19.4123
67.4993,11.6913
45.0614,39.3077
70.4040,12.4791
53.7255,16.0961
36.2313,30.8248
50.2844,5.9077
68.9786,9.0836
64.9838,16.8760
42.7879,11.7013
69.2800,3.0724
58.6802,12.9512
66.3761,11.4117
64.9838,21.0347
42.6478,-1.6479
65.2650,7.9982
50.8967,26.5139
83.2047,33.5733
70.8501,-0.1118
60.6920,21.4485
45.2551,5.1939
60.8165,6.4315
62.3984,6.2812
41.8658,10.7749
93.3504,24.9644
65.9144,22.1242
85.3854,15.5914
43.3078,11.3669
84.5362,15.0329
39.5855,13.9407
50.2316,22.9305
68.1368,8.6843
60.7201,14.9381
24.6289,13.9893
43.4162,14.4769
72.5675,17.4922
91.3181,16.9766
73.7226,28.3485
55.8569,14.1312
71.9477,30.6153
42.8430,11.9415
67.6488,10.2227
39.7881,16.0074
59.8596,18.5544
58.0394,17.6961
72.0313,27.9196
55.4555,26.3934
78.0300,19.9444
57.0488,11.6366
72.5479,13.9939
71.7990,29.1340
32.3869,17.2125
60.5632,1.8923
60.5389,8.1043
48.3189,9.2249
62.6912,26.5220
38.1670,13.9284
68.3428,37.6011
67.6467,21.5662
64.5067,16.2481
97.1488,10.6430
65.2852,24.7218
61.0121,12.5929
49.0160,6.7588
64.4571,20.6813
45.5733,15.1276
79.0773,26.8906
50.2853,14.2641
62.3770,-13.5969
89.8512,22.8937
77.4628,-3.7774
63.6399,30.3876
80.6988,33.2136
59.1816,10.7297
71.9285,3.3530
60.2863,1.0293
46.4184,23.7265
66.4541,12.9788
74.0198,9.0164
54.8085,12.5658
43.5432,35.8851
52.0771,18.4692
24.3034,22.4573
50.8847,22.7691
43.8706,25.1842
90.3361,25.6135
51.5269,7.8953
36.8561,12.8481
73.0626,7.3924
57.3718,7.8884
25.9468,100.5726
39.4771,48.8175
32.8317,60.7877
18.3118,69.7804
-2.3281,41.0658
41.8723,60.0496
44.6518,59.9786
10.3168,17.8866
51.3108,84.4238
24.4114,74.4120
64.2066,44.9897
37.8237,55.8828
25.6335,72.1272
46.0906,53.7274
31.4447,54.1740
31.6790,25.1222
30.9897,73.3099
27.9833,62.9731
38.2449,66.5870
40.5385,23.3634
34.6125,99.6168
53.5637,63.7041
12.3658,50.7086
23.9728,108.6977
40.7205,58.9107
14.7064,25.1837
50.3384,50.2745
39.2652,5.0804
27.6469,85.1855
36.9446,50.0046
22.3740,42.1787
10.7359,85.7393
41.1442,20.3742
42.2603,72.8503
31.4877,10.4540
29.7146,44.1082
2.3471,31.0987
19.1527,95.0874
23.9484,102.3879
33.0382,52.0941
48.0055,80.1776
23.2448,55.6803
19.8580,73.6335
42.4229,41.9319
28.3524,18.9999
12.2080,16.7256
45.8402,69.1949
18.8525,113.9423
22.7009,66.4659
16.5642,47.4095
34.6640,105.8885
43.9579,65.6952
25.1184,62.4344
35.1528,66.0619
23.8712,56.8229
60.3759,52.5726
49.5362,25.5609
22.2590,72.0390
36.8684,57.7254
42.2177,88.6341
35.5417,51.1484
20.1440,14.2471
27.8892,57.6093
39.4485,100.7889
35.7731,50.7978
18.8613,38.6434
35.8101,31.3538
16.8096,34.7996
2.2798,52.7954
32.2602,31.6804
42.3656,95.9433
35.7447,53.2168
49.0972,62.6076
52.7437,94.5177
34.5959,96.0796
21.6366,54.8944
29.3859,67.9674
11.1625,77.6406
29.5295,55.3715
28.8190,17.3277
32.2918,75.7129
44.2301,81.4645
2.3558,69.9721
39.7688,37.8349
22.9721,55.2953
40.3119,45.8215
32.2575,52.8069
16.5394,91.1252
41.3655,96.7099
20.3856,76.0660
36.7983,73.1699
22.3056,76.2391
23.7927,59.7062
31.4629,58.1841
54.7617,43.8325
39.0240,58.6592
29.7454,114.2387
51.6170,80.8569
30.3979,51.7892
26.1325,48.6738
17.4142,39.2522
32.1719,68.9849
31.5158,69.3971
21.1307,25.3651
5.1177,71.6720
28.1813,46.3327
31.4940,94.2413
24.8649,63.7643
17.6069,101.2255
16.0532,49.0050
23.7022,53.0884
47.7182,67.1954
31.9849,85.3428
8.7759,73.5812
38.3629,30.3954
24.1774,64.3896
60.4074,60.5339
25.9268,49.7024
29.2250,44.4455
32.5242,101.9419
33.7294,50.6307
30.6742,39.6979
30.6702,75.2907
27.1454,63.1350
22.8077,58.1805
25.1392,78.7512
14.6026,71.7270
23.1337,68.6926
21.3741,83.1408
24.3614,66.8073
24.2118,45.1939
28.1545,51.3052
35.8812,47.4967
25.9770,65.0333
31.1804,34.1284
33.5135,16.0218
25.9116,62.1157
28.1153,27.9235
34.6198,13.1525
7.9140,68.9599
38.5443,42.9347
23.8591,71.9070
-17.9731,47.2595
36.9399,33.0729
14.3824,30.1556
41.5915,47.6417
17.1985,53.4388
27.2618,40.2370
38.6601,53.2534
19.6488,23.1335
17.0595,60.3477
28.5163,16.9524
47.8124,55.3474
44.2955,76.7351
48.2076,86.2065
35.0012,101.1451
36.3477,22.6491
43.9140,78.2094
37.3912,88.9508
19.5354,83.5334
40.1742,37.6962
23.5856,69.8831
19.3415,104.6413
31.8033,24.0654
28.9636,71.4321
41.3447,86.6950
33.6207,43.2818
24.4420,73.9913
29.2188,34.2986
22.6097,40.5070
25.7924,40.3901
46.4593,64.6154
35.3763,57.8164
25.1461,82.8988
25.8378,37.4333
22.2885,56.8494
27.5605,83.0658
10.6769,73.4587
37.9546,28.2086
26.4920,75.9649
